13   2018  NBA  1   13  LAC  Jerome Robinson\robinje01           21.124  G    us    Boston College                                       2019  2019  29    9.1   3.1   1.1   0.5   0.3  0.1  .385  .442  .333   .714   0.1    .025    Career  Boston College        90   90   34.6  6.2  13.9  .450  4.5  9.2   .488  1.8  4.7   .376  3.4  4.5  .755  0.5  3.3  3.8   3.3  1.3  0.3  2.9  2.5  17.7      7.65   NA  NA      NA
14   2018  NBA  1   14  DEN  Michael Porter\portemi01            19.362  F    us    University of Missouri                                                                                                                            NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
15   2018  NBA  1   15  WAS  Troy Brown\browntr01                18.333  G-F  us    University of Oregon                                 2019  2019  48    12.6  4.4   2.6   1.4   0.4  0.1  .418  .447  .345   .651   0.6    .046    Career  Oregon                35   35   31.2  4.1  9.2   .444  3.2  6.1   .524  0.9  3.1   .291  2.2  3.0  .743  1.5  4.7  6.2   3.2  1.6  0.2  2.5  2.2  11.3      4.84   NA  NA      NA
16   2018  NBA  1   16  PHO  Zhaire Smith\smithzh01              19.022  G    us    Texas Tech University                                2019  2019  2     7.5   1.5   0.5   0.5   0.5  0.5  .500  .000  1.000         0.1    .163    Career  Texas Tech            37   21   28.4  4.2  7.5   .556  3.7  6.4   .574  0.5  1.1   .450  2.5  3.4  .717  2.2  2.8  5.0   1.8  1.1  1.1  1.1  1.8  11.3      9.60   NA  NA      NA
17   2018  NBA  1   17  MIL  Donte DiVincenzo\divindo01          21.146  G    us    Villanova University                                 2019  2019  27    15.2  4.9   2.4   1.1   0.5  0.2  .403  .683  .265   .750   0.6    .071    Career  Villanova             85   12   25.4  3.6  7.6   .469  2.0  3.6   .573  1.5  4.0   .378  1.6  2.2  .705  1.1  2.9  4.0   2.4  0.9  0.2  1.6  1.8  10.2      9.74               NA
18   2018  NBA  1   18  SAS  Lonnie Walker\walkelo01             19.194  G    us    University of Miami                                  2019  2019  12    6.4   1.8   1.0   0.3   0.5  0.2  .250  .227  .333   1.000  -0.1   -0.071  Career  Miami (FL)            32   18   27.8  4.1  9.9   .415  2.4  4.9   .487  1.8  5.1   .346  1.5  2.0  .738  0.4  2.2  2.6   1.9  0.9  0.5  1.2  1.6  11.5      6.96   NA  NA      NA
19   2018  NBA  1   19  ATL  Kevin Huerter\huertke01             19.303  G    us    University of Maryland                               2019  2019  71    27.3  9.5   3.2   2.8   0.9  0.3  .411  .452  .377   .741   1.2    .031    Career  Maryland              65   65   31.9  4.2  9.0   .466  2.1  3.6   .572  2.1  5.4   .394  1.5  2.0  .748  0.8  4.2  5.0   3.0  0.8  0.7  1.9  2.1  12.0      8.11   NA  NA      NA
20   2018  NBA  1   20  MIN  Josh Okogie\okogijo01               19.298  G    ng    Georgia Institute of Technology                      2019  2019  69    23.7  7.9   3.1   1.2   1.1  0.4  .388  .469  .280   .726   1.1    .033    Career  Georgia Tech          61   61   33.0  5.4  12.3  .437  4.3  9.4   .454  1.1  2.8   .382  5.1  6.6  .777  1.8  4.0  5.8   2.0  1.5  0.8  2.3  2.7  16.9      7.84   NA  NA      NA
21   2018  NBA  1   21  UTA  Grayson Allen\allengr01             22.262  G    us    Duke University                                      2019  2019  33    9.2   3.8   0.3   0.5   0.1  0.1  .322  .364  .297   .690   -0.1   -0.022  Career  Duke                  142  97   27.9  4.3  9.9   .430  2.2  4.5   .490  2.0  5.4   .380  3.5  4.2  .834  0.5  2.6  3.2   3.0  1.0  0.1  1.7  2.1  14.1      10.27              NA
22   2018  NBA  1   22  CHI  Chandler Hutchison\hutchch01        22.061  G    us    Boise State University                               2019  2019  44    20.3  5.2   4.2   0.8   0.5  0.1  .459  .516  .280   .605   0.6    .030    Career  Boise State           123  89   24.0  4.3  8.9   .476  3.6  7.1   .508  0.6  1.8   .353  2.9  4.2  .687  1.1  4.3  5.5   2.1  1.0  0.2  1.9  2.2  12.0      2.57   NA  NA      NA
23   2018  NBA  1   23  IND  Aaron Holiday\holidaa01             21.269  G    us    University of California Los Angeles                 2019  2019  46    11.9  5.6   1.3   1.5   0.4  0.3  .404  .474  .333   .844   0.9    .076    Career  UCLA                  101  65   31.8  4.7  10.5  .450  2.9  6.2   .469  1.8  4.2   .422  3.1  3.9  .795  0.5  2.7  3.2   4.7  1.2  0.2  3.0  2.7  14.3      7.65   NA  NA      NA
24   2018  NBA  1   24  POR  Anfernee Simons\simonan01           19.018  G    us                                                         2019  2019  17    4.8   2.1   0.4   0.2   0.0  0.0  .378  .522  .143   .500   -0.3   -0.152  NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
25   2018  NBA  1   25  LAL  Moritz Wagner\wagnemo01             21.061  F-C  de    University of Michigan                               2019  2019  38    9.3   4.4   1.8   0.6   0.2  0.3  .419  .529  .303   .780   0.2    .028    Career  Michigan              107  77   21.0  3.9  7.2   .547  2.9  4.5   .643  1.0  2.7   .385  1.5  2.2  .698  1.2  3.3  4.5   0.5  0.8  0.4  1.2  2.5  10.4      9.16               NA
26   2018  NBA  1   26  PHI  Landry Shamet\shamela01             21.105  G    us    Wichita State University                             2019  2019  75    22.5  9.1   1.6   1.4   0.5  0.1  .429  .457  .418   .835   3.4    .098    Career  Wichita State         71   68   28.6  4.2  8.7   .480  1.9  3.6   .542  2.2  5.1   .437  2.3  2.8  .811  0.5  2.5  3.0   4.1  0.8  0.2  1.5  2.1  12.9      4.22   NA  NA      NA
27   2018  NBA  1   27  BOS  Robert Williams\williro04           20.252  F    us    Texas A&M University                                 2019  2019  30    8.3   2.5   2.3   0.2   0.3  1.2  .717  .717         .643   1.1    .209    Career  Texas A&M             61   40   25.7  4.8  8.1   .591  4.8  7.6   .624  0.0  0.5   .067  1.5  2.8  .541  2.7  6.0  8.7   1.4  0.7  2.5  1.7  2.0  11.1      9.29   NA  NA      NA
28   2018  NBA  1   28  GSW  Jacob Evans\evansja02               21.008  G-F  us    University of Cincinnati                             2019  2019  27    5.0   0.8   0.6   0.6   0.0  0.0  .303  .360  .125   .000   -0.2   -0.067  Career  Cincinnati            105  80   29.1  4.0  9.4   .429  2.4  5.0   .476  1.7  4.4   .377  2.0  2.7  .755  1.3  3.0  4.3   2.5  1.1  0.9  1.3  2.0  11.7      4.75   NA  NA      NA
29   2018  NBA  1   29  BRK  Dzanan Musa\musadz01                19.049  G-F  ba                                                         2019  2019  8     4.3   2.0   0.5   0.1   0.3  0.0  .400  .727  .000   .000   -0.2   -0.225  NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
30   2018  NBA  1   30  ATL  Omari Spellman\spellom01            20.340  F    us    Villanova University                                 2019  2019  46    17.5  5.9   4.2   1.0   0.6  0.5  .402  .466  .344   .711   1.2    .072    Career  Villanova             40   39   28.1  4.0  8.4   .476  2.4  4.7   .511  1.6  3.8   .433  1.2  1.8  .700  2.3  5.8  8.0   0.8  0.7  1.5  1.0  2.3  10.9      10.24  NA  NA      NA
31   2017  NBA  1   1   PHI  Markelle Fultz\fultzma01            19.029  G    us    University of Washington                             2018  2019  33    20.6  7.7   3.4   3.4   0.9  0.3  .414  .422  .267   .534   0.6    .039    Career  Washington            25   25   35.7  8.4  17.6  .476  6.3  12.5  .502  2.1  5.0   .413  4.4  6.7  .649  1.3  4.4  5.7   5.9  1.6  1.2  3.2  2.5  23.2      6.82   NA  NA      NA
32   2017  NBA  1   2   LAL  Lonzo Ball\balllo01                 19.243  G    us    University of California Los Angeles                 2018  2019  99    32.4  10.0  6.2   6.4   1.6  0.6  .380  .449  .315   .437   3.5    .053    Career  UCLA                  36   36   35.1  5.3  9.5   .551  3.0  4.1   .732  2.2  5.4   .412  1.8  2.7  .673  0.9  5.1  6.0   7.6  1.8  0.8  2.5  1.8  14.6      6.39   NA  NA      NA
33   2017  NBA  1   3   BOS  Jayson Tatum\tatumja01              19.116  F    us    Duke University                                      2018  2019  156   30.9  14.9  5.5   1.9   1.0  0.7  .463  .488  .402   .841   12.0   .120    Career  Duke                  29   27   33.3  5.7  12.6  .452  4.3  8.6   .504  1.4  4.0   .342  4.1  4.8  .849  1.3  6.0  7.3   2.1  1.3  1.1  2.6  3.0  16.8      10.91  NA  NA      NA
34   2017  NBA  1   4   PHO  Josh Jackson\jacksjo02              20.137  F-G  us    University of Kansas                                 2018  2019  152   25.0  12.1  4.4   1.9   1.0  0.6  .415  .456  .290   .651   -2.3   -0.029  Career  Kansas                35   35   30.8  6.3  12.3  .513  5.3  9.7   .549  1.0  2.6   .378  2.8  4.9  .566  2.3  5.1  7.4   3.0  1.7  1.1  2.8  3.0  16.3      12.23  NA  NA      NA
35   2017  NBA  1   5   SAC  De'Aaron Fox\foxde01                19.189  G    us    University of Kentucky                               2018  2019  149   29.9  14.6  3.3   5.9   1.3  0.4  .436  .459  .345   .724   4.7    .051    Career  Kentucky              36   34   29.6  5.9  12.4  .479  5.5  10.5  .521  0.5  1.9   .246  4.3  5.9  .736  0.6  3.4  4.0   4.6  1.5  0.2  2.4  2.5  16.7      10.49  NA  NA      NA
36   2017  NBA  1   6   ORL  Jonathan Isaac\isaacjo01            19.267  F    us    Florida State University                             2018  2019  99    24.9  8.4   5.0   1.0   0.9  1.3  .421  .485  .329   .806   4.1    .079    Career  Florida State         32   32   26.2  4.1  8.0   .508  3.1  5.2   .593  1.0  2.8   .348  2.9  3.7  .780  1.8  6.1  7.8   1.2  1.2  1.5  1.5  2.2  12.0      8.87   NA  NA      NA
37   2017  NBA  1   7   MIN  Lauri Markkanen\markkla01           20.036  F-C  fi    University of Arizona                                2018  2019  120   30.9  16.7  8.2   1.3   0.6  0.6  .432  .488  .362   .859   6.1    .079    Career  Arizona               37   37   30.8  5.0  10.2  .492  3.1  5.8   .545  1.9  4.4   .423  3.7  4.4  .835  2.4  4.8  7.2   0.9  0.4  0.5  1.1  2.0  15.6      7.63   NA  NA      NA
38   2017  NBA  1   8   NYK  Frank Ntilikina\ntilila01           18.334  G    be                                                         2018  2019  121   21.6  5.9   2.2   3.1   0.8  0.3  .354  .380  .305   .735   -1.8   -0.032  NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
39   2017  NBA  1   9   DAL  Dennis Smith\smithde03              19.214  G    us    North Carolina State University                      2018  2019  120   29.1  14.4  3.4   5.0   1.1  0.3  .406  .450  .315   .671   -0.6   -0.008  Career  NC State              32   32   34.8  6.0  13.1  .455  4.3  8.3   .509  1.7  4.8   .359  4.5  6.3  .715  0.8  3.8  4.6   6.2  1.9  0.4  3.4  2.1  18.1      8.09   NA  NA      NA
40   2017  NBA  1   10  SAC  Zach Collins\colliza01              19.220  C-F  us    Gonzaga University                                   2018  2019  138   16.8  5.5   3.8   0.9   0.3  0.7  .436  .501  .313   .725   3.3    .069    Career  Gonzaga               39   0    17.3  3.5  5.3   .652  3.2  4.8   .672  0.3  0.5   .476  2.8  3.8  .743  1.7  4.2  5.9   0.4  0.5  1.8  1.5  2.7  10.0      4.13               NA
41   2017  NBA  1   11  CHO  Malik Monk\monkma01                 19.143  G    us    University of Kentucky                               2018  2019  131   15.4  8.0   1.4   1.5   0.4  0.2  .374  .423  .337   .871   0.2    .004    Career  Kentucky              38   37   32.1  6.6  14.7  .450  3.9  7.8   .497  2.7  6.9   .397  3.9  4.7  .822  0.3  2.2  2.5   2.3  0.9  0.5  2.0  1.9  19.8      10.49              NA
42   2017  NBA  1   12  DET  Luke Kennard\kennalu01              21.003  G    us    Duke University                                      2018  2019  131   21.2  8.5   2.6   1.7   0.5  0.2  .440  .472  .402   .838   4.9    .084    Career  Duke                  73   47   31.2  5.2  11.2  .461  3.2  6.1   .526  2.0  5.1   .383  3.4  3.9  .867  1.1  3.3  4.3   2.0  0.9  0.3  1.2  2.1  15.7      10.75  NA  NA      NA
43   2017  NBA  1   13  DEN  Donovan Mitchell\mitchdo01          20.293  G    us    University of Louisville                             2018  2019  152   33.5  21.9  3.9   3.9   1.4  0.4  .434  .484  .347   .801   9.4    .089    Career  Louisville            65   38   26.0  4.1  9.8   .418  2.6  5.2   .497  1.5  4.6   .329  2.0  2.5  .788  1.1  3.0  4.1   2.2  1.5  0.3  1.3  2.6  11.7      9.44   NA  NA      NA
44   2017  NBA  1   14  MIA  Bam Adebayo\adebaba01               19.344  C-F  us    University of Kentucky                               2018  2019  146   21.6  7.9   6.4   1.9   0.7  0.7  .548  .559  .105   .728   10.5   .161    Career  Kentucky              38   38   30.1  4.5  7.5   .599  4.5  7.5   .599  0.0  0.0         4.1  6.2  .653  3.1  4.9  8.0   0.8  0.7  1.5  1.7  2.6  13.0      10.49  NA  NA      NA
45   2017  NBA  1   15  POR  Justin Jackson\jacksju01            22.092  G-F  us    University of North Carolina                         2018  2019  144   20.7  6.7   2.7   1.1   0.4  0.2  .440  .543  .328   .771   3.5    .056    Career  UNC                   118  114  29.1  5.3  11.5  .460  3.8  7.2   .531  1.4  4.2   .340  2.0  2.8  .712  1.5  2.5  4.1   2.6  0.6  0.4  1.4  1.5  14.0      11.40              NA
46   2017  NBA  1   16  CHI  Justin Patton\pattoju01             20.013  C    us    Creighton University                                 2018  2019  4     6.3   1.8   1.5   0.8   0.8  0.0  .333  .429  .000   .500   0.0    .091    Career  Creighton             35   34   25.3  5.7  8.5   .676  5.5  8.0   .683  0.2  0.4   .533  1.3  2.5  .517  1.7  4.5  6.2   1.2  0.9  1.4  1.7  2.7  12.9      8.95   NA  NA      NA
47   2017  NBA  1   17  MIL  D.J. Wilson\wilsodj01               21.129  F    us    University of Michigan                               2018  2019  66    12.8  3.9   3.0   0.7   0.3  0.3  .420  .474  .365   .525   1.5    .087    Career  Michigan              69   36   19.4  2.8  5.3   .525  2.1  3.3   .619  0.7  2.0   .363  0.8  1.0  .817  0.9  2.4  3.3   0.8  0.4  1.0  0.8  1.4  7.1       9.23   NA  NA      NA
48   2017  NBA  1   18  IND  T.J. Leaf\leaftj01                  20.058  F    il    University of California Los Angeles                 2018  2019  107   8.5   3.2   1.8   0.3   0.1  0.2  .510  .560  .357   .595   2.1    .111    Career  UCLA                  35   35   29.9  6.7  10.9  .617  5.9  9.2   .644  0.8  1.7   .466  2.1  3.0  .679  2.2  6.0  8.2   2.4  0.6  1.1  1.5  2.5  16.3      6.39   NA  NA      NA
49   2017  NBA  1   19  ATL  John Collins\collijo01              19.277  F    us    Wake Forest University                               2018  2019  132   26.6  14.4  8.3   1.6   0.5  0.9  .568  .605  .354   .742   11.3   .154    Career  Wake Forest           64   34   20.7  4.9  8.2   .601  4.9  8.2   .602  0.0  0.0   .000  3.6  4.9  .729  2.8  4.2  7.0   0.4  0.5  1.2  1.4  2.8  13.4      10.16  NA  NA      NA
50   2017  NBA  1   20  POR  Harry Giles\gilesha01               19.066  F-C  us    Duke University                                      2019  2019  58    14.1  7.0   3.8   1.5   0.5  0.4  .503  .512  .000   .637   1.0    .059    Career  Duke                  26   6    11.5  1.7  3.0   .577  1.7  3.0   .577  0.0  0.0         0.5  0.9  .500  1.6  2.3  3.8   0.3  0.3  0.7  0.7  2.2  3.9       10.91  NA  NA      NA
51   2017  NBA  1   21  OKC  Terrance Ferguson\fergute01         19.041  G-F  us                                                         2018  2019  130   19.7  5.0   1.3   0.6   0.5  0.2  .416  .556  .351   .750   3.7    .069    NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
52   2017  NBA  1   22  BRK  Jarrett Allen\allenja01             19.067  C-F  us    University of Texas at Austin                        2018  2019  148   23.3  9.6   6.9   1.1   0.5  1.4  .588  .615  .186   .732   11.5   .160    Career  Texas                 33   33   32.2  5.4  9.6   .566  5.4  9.4   .579  0.0  0.2   .000  2.5  4.5  .564  3.0  5.4  8.4   0.8  0.6  1.5  2.5  2.1  13.4      12.75  NA  NA      NA
53   2017  NBA  1   23  TOR  OG Anunoby\anunoog01                19.345  F    gb    Indiana University                                   2018  2019  138   20.2  6.5   2.7   0.7   0.7  0.3  .463  .587  .355   .598   5.0    .086    Career  Indiana               50   10   17.4  2.7  4.8   .563  2.1  3.3   .652  0.5  1.5   .365  0.9  1.8  .522  1.4  2.1  3.5   0.8  1.0  0.9  1.1  1.7  6.8       7.53   NA  NA      NA
54   2017  NBA  1   24  UTA  Tyler Lydon\lydonty01               21.079  F    us    Syracuse University                                  2018  2019  25    3.7   0.8   0.7   0.2   0.1  0.0  .471  .571  .400   .333   0.1    .067    Career  Syracuse              71   34   33.1  3.9  8.2   .476  2.5  4.8   .531  1.4  3.5   .400  2.4  2.9  .809  2.0  5.4  7.4   1.6  1.1  1.6  1.5  2.6  11.6      9.11   NA  NA      NA
55   2017  NBA  1   25  ORL  Anzejs Pasecniks\pasecan01          21.190  C    lv                                                                                                                                                      NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
56   2017  NBA  1   26  POR  Caleb Swanigan\swanica01            20.070  F    us    Purdue University                                    2018  2019  45    7.4   2.1   2.4   0.5   0.2  0.1  .365  .396  .154   .720   -0.3   -0.039  Career  Purdue                69   69   29.2  5.1  10.2  .501  4.2  7.9   .537  0.9  2.3   .376  3.3  4.4  .760  2.2  8.2  10.4  2.4  0.4  0.5  3.0  2.5  14.4      8.12               NA
57   2017  NBA  1   27  BRK  Kyle Kuzma\kuzmaky01                21.339  F    us    University of Utah                                   2018  2019  147   32.1  17.3  5.9   2.2   0.6  0.4  .453  .533  .335   .731   7.0    .071    Career  Utah                  96   64   21.0  3.9  7.7   .506  3.3  5.9   .567  0.5  1.8   .302  1.8  2.8  .633  1.6  3.9  5.5   1.5  0.3  0.4  1.6  1.6  10.1      6.84   NA  NA      NA
58   2017  NBA  1   28  LAL  Tony Bradley\bradlto01              19.170  F-C  us    University of North Carolina                         2018  2019  10    3.8   0.8   1.4   0.1   0.0  0.0  .214  .231  .000   1.000  0.0    -0.054  Career  UNC                   38   0    14.6  2.7  4.7   .573  2.7  4.7   .573  0.0  0.0         1.7  2.8  .619  2.6  2.6  5.1   0.6  0.3  0.6  0.7  1.8  7.1       11.76  NA  NA      NA
59   2017  NBA  1   29  SAS  Derrick White\whitede01             22.361  G    us    University of Colorado                               2018  2019  79    22.0  8.3   3.2   3.2   0.9  0.6  .472  .515  .354   .759   3.7    .101    Career  Colorado              34   32   32.8  6.0  11.9  .507  4.4  7.6   .569  1.7  4.2   .396  4.4  5.4  .813  1.0  3.1  4.1   4.4  1.2  1.4  2.4  2.1  18.1      6.00   NA  NA      NA
60   2017  NBA  1   30  UTA  Josh Hart\hartjo01                  22.114  G    us    Villanova University                                 2018  2019  130   24.4  7.9   3.9   1.3   0.9  0.4  .435  .530  .361   .695   5.5    .083    Career  Villanova             146  77   28.0  4.6  9.1   .511  3.2  5.4   .592  1.4  3.6   .389  2.5  3.4  .720  1.7  3.8  5.6   1.8  1.1  0.3  1.3  2.2  13.2      8.51               NA
61   2016  NBA  1   1   PHI  Ben Simmons\simmobe01               19.343  G-F  au    Louisiana State University                           2018  2019  156   34.1  16.4  8.5   8.0   1.6  0.8  .555  .560  .000   .585   17.3   .156    NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
62   2016  NBA  1   2   LAL  Brandon Ingram\ingrabr01            18.299  F    us    Duke University                                      2017  2019  190   31.7  13.9  4.7   2.9   0.6  0.6  .458  .485  .329   .662   4.5    .036    NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
63   2016  NBA  1   3   BOS  Jaylen Brown\brownja02              19.247  F-G  us    University of California                             2017  2019  220   24.4  11.2  4.0   1.3   0.8  0.3  .462  .515  .365   .660   8.9    .080    NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
64   2016  NBA  1   4   PHO  Dragan Bender\bendedr01             18.223  F    ba                                                         2017  2019  167   20.0  5.1   3.7   1.2   0.3  0.5  .392  .505  .326   .660   0.0    .000    NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
65   2016  NBA  1   5   MIN  Kris Dunn\dunnkr01                  22.103  G    us    Providence College                                   2017  2019  176   24.1  8.6   3.3   4.4   1.4  0.5  .417  .441  .323   .723   1.6    .018    NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
66   2016  NBA  1   6   NOP  Buddy Hield\hieldbu01               23.194  G    bs    University of Oklahoma                               2017  2019  239   26.7  14.9  4.1   1.9   0.7  0.3  .446  .470  .419   .874   9.8    .073    NA      NA              NA    NA   NA   NA    NA   NA    NA    NA   NA    NA    NA   NA    NA    NA   NA   NA    NA   NA   NA    NA   NA   NA   NA   NA   NA    NA  NA     NA  NA      NA
